Name,Distillery,Category,Region,Country,Age,ABV (%),Cask Type,Peat Level,Vintage,Bottler
Glen Scotia 15 Year Old,Glen Scotia,Single Malt,Highland,Scotland,15,46,Ex-Bourbon,Medium,,Official
Glen Scotia Victoriana,Glen Scotia,Single Malt,Highland,Scotland,,51.5,Ex-Sherry,None,,Official
Glen Scottia 15 Year Old,Glen Scotia,Single Malt,Highland,Scotland,15,46,Ex-Bourbon,Light,,Official
Glen Skotia Double Cask,Glen Skotia,Single Malt,Highland,Scotland,NAS,46,"Ex-Bourbon, Ex-Sherry",Medium,,Official
Glenallachie 10 Year Old,Glenallachie Distillery,Single Malt,Highland,Scotland,10,46,Ex-Bourbon,None,,Official
Glencadam 15 Year Old,Glencadam,Single Malt,Highland,Scotland,15,46,Ex-Bourbon,None,,Official
GlenDronach 12 Year Old,GlenDronach,Single Malt,Highland,Scotland,12,43,Ex-Sherry,None,,Official
GlenDronach 14 Year Old,The GlenDronach Distillery,Single Malt,Highland,Scotland,14,46,Ex-Sherry Oloroso,None,,Official
GlenDronach 15 Year Old Revival,GlenDronach,Single Malt,Highland,Scotland,15,46,Ex-Sherry,None,,Official
GlenDronach 18 Year Old Allardice,GlenDronach,Single Malt,Highland,Scotland,18,46,Ex-Sherry,None,,Official
GlenDronach 21 Year Old Parliament,The GlenDronach Distillery,Single Malt,Highland,Scotland,21,48,Ex-Sherry Oloroso,None,,Official
GlenDronach Allardice,GlenDronach,Single Malt,Highland,Scotland,18,46,Ex-Sherry Oloroso,None,,Official
Glendronach Allardice 18 Year Old,GlenDronach Distillery,Single Malt,Highland,Scotland,18,46,Ex-Sherry,None,,Official
GlenDronach Cask Strength,GlenDronach,Single Malt,Highland,Scotland,NAS,58.8,Ex-Sherry,None,,Official
Glenfarclas 105,Glenfarclas,Single Malt,Highland,Scotland,NAS,60,Ex-Sherry,None,,Official
Glenfarclas 15 Year Old,Glenfarclas,Single Malt,Highland,Scotland,15,46,Ex-Sherry,None,,Official
Glenfarclas 17 Year Old,Glenfarclas,Single Malt,Highland,Scotland,17,43,Ex-Sherry,None,,Official
Glenfarclas 21 Year Old,Glenfarclas,Single Malt,Highland,Scotland,21,43,Ex-Sherry,None,,Official
Glenfarclas 25 Year Old,Glenfarclas,Single Malt,Highland,Scotland,25,43,Ex-Sherry,None,,Official
Glenfiddich 18 Year Old,Glenfiddich,Single Malt,Highland,Scotland,18,43,"Ex-Bourbon, Ex-Sherry",None,,Official
GlenFiddich 21 Year Old Reserva Rum Cask,Glenfiddich Distillery,Single Malt,Highland,Scotland,21,40,Rum Cask,None,,Official
Glenfiddich Experimental Series 19 Year Old,Glenfiddich,Single Malt,Highland,Scotland,19,47,Ex-Bourbon,None,,Official
Glenglassaugh 12 Year Old,Glenglassaugh Distillery,Single Malt,Highland,Scotland,12,46,"Ex-Bourbon, Ex-Sherry",None,,Official
Glenglassaugh 15 Year Old,Glenglassaugh Distillery,Single Malt,Highland,Scotland,15,46,Ex-Bourbon,None,,Official
Glenglassaugh Revival,Glenglassaugh Distillery,Single Malt,Highland,Scotland,NAS,46,Ex-Sherry,None,,Official
Glenglassaugh Torfa,Glenglassaugh,Single Malt,Highland,Scotland,NAS,50,Ex-Bourbon,Medium,,Official
Glengoyne 10 Year Old,Glengoyne Distillery,Single Malt,Highland,Scotland,10,40,Ex-Bourbon,None,,Official
Glengoyne 10 Year Old,Glengoyne,Single Malt,Highland,Scotland,10,40,Ex-Bourbon / Ex-Sherry,None,,Official
Glengoyne 12 Year Old,Glengoyne Distillery,Single Malt,Highland,Scotland,12,43,Ex-Bourbon,None,,Official
Glengoyne 15 Year Old,Glengoyne Distillery,Single Malt,Highland,Scotland,15,43,"Ex-Bourbon, Ex-Sherry",None,,Official
Glengoyne 15 Year Old,Glengoyne,Single Malt,Highland,Scotland,15,43,Ex-Sherry,None,,Official
Glengoyne 18 Year Old,Glengoyne,Single Malt,Highland,Scotland,18,43,"Ex-Bourbon, Ex-Sherry",None,,Official
Glenlivet 15 Year Old French Oak,Glenlivet Distillery,Single Malt,Highland,Scotland,15,40,French Oak,None,,Official
Glenlivet 25 Year Old,The Glenlivet,Single Malt,Highland,Scotland,25,48,"Ex-Bourbon, Ex-Sherry",None,,Official
Glenlivet Founder's Reserve,The Glenlivet,Single Malt,Highland,Scotland,NAS,40,Ex-Bourbon,None,,Official
Glenlivet Founder’s Reserve,Glenlivet,Single Malt,Highland,Scotland,NAS,40,Ex-Bourbon,None,,Official
Glenlivet Nadurra,The Glenlivet,Single Malt,Highland,Scotland,NAS,60.3,Ex-Bourbon,None,,Official
Glenlivet Nadurra Oloroso,The Glenlivet,Single Malt,Highland,Scotland,NAS,48,Ex-Sherry Oloroso,None,,Official
Glenmorangie 10 Year Old,Glenmorangie Distillery,Single Malt,Highland,Scotland,10,40,Ex-Bourbon,None,,Official
Glenmorangie 10 Year Old,Glenmorangie,Single Malt,Highland,Scotland,10,40,Ex-Bourbon,None,,Official
Glenmorangie 18 Year Old,Glenmorangie,Single Malt,Highland,Scotland,18,43,"Ex-Bourbon, Ex-Sherry",None,,Official
Glenmorangie 18 Year Old,Glenmorangie Distillery,Single Malt,Highland,Scotland,18,43,Ex-Bourbon,None,,Official
Glenmorangie Lasanta,Glenmorangie Distillery,Single Malt,Highland,Scotland,NAS,46,Ex-Sherry,None,,Official
Glenmorangie Lasanta,Glenmorangie,Single Malt,Highland,Scotland,,46,Ex-Sherry,None,,Official
Glenmorangie Nectar D'Or,Glenmorangie Distillery,Single Malt,Highland,Scotland,12,46,Sauternes Cask,None,,Official
Glenmorangie Nectar d’Or,Glenmorangie,Single Malt,Highland,Scotland,NAS,46,Sauternes Cask,None,,Official
Glenmorangie Original,Glenmorangie Distillery,Single Malt,Highland,Scotland,10,40,Ex-Bourbon,None,,Official
Glenmorangie Original,Glenmorangie,Single Malt,Highland,Scotland,10,40,Ex-Bourbon,None,,Official
Glenmorangie Original 10 Year Old,Glenmorangie Distillery,Single Malt,Highland,Scotland,10,40,Ex-Bourbon,None,,Official
Glenmorangie Quinta Ruban,Glenmorangie Distillery,Single Malt,Highland,Scotland,NAS,46,Ex-Bourbon and Port,None,,Official
Glenmorangie Quinta Ruban,Glenmorangie,Single Malt,Highland,Scotland,12,46,"Ex-Bourbon, Ex-Port",None,,Official
Glenmorangie Quinta Ruban 14 Year Old,Glenmorangie,Single Malt,Highland,Scotland,14,46,Port Cask,None,,Official
GlenMoray 12 Year Old,GlenMoray Distillery,Single Malt,Highland,Scotland,12,40,Ex-Bourbon,None,,Official
GlenOrd 12 Year Old,GlenOrd,Single Malt,Highland,Scotland,12,40,Ex-Bourbon,None,,Official
Glenrothes 15 Year Old,Glenrothes,Single Malt,Highland,Scotland,15,43,Ex-Sherry,None,,Official
Glentauchers 15 Year Old,Glentauchers,Single Malt,Highland,Scotland,15,46,Ex-Bourbon,None,,Official
Heather Glen 12 Year Old,Heather Glen Distillery,Single Malt,Highland,Scotland,12,43,Ex-Sherry,None,,Official
Highland Park 12 Year Old,Highland Park,Single Malt,Highland,Scotland,12,40,"Ex-Bourbon, Ex-Sherry",Light,,Official
Highland Park 18 Year Old,Highland Park,Single Malt,Highland,Scotland,18,43,"Ex-Bourbon, Ex-Sherry",Light,,Official
Highland Park 25 Year Old,Highland Park,Single Malt,Highland,Scotland,25,48.1,Ex-Sherry,Light,,Official
Highland Park Valhalla Collection - Thor,Highland Park,Single Malt,Highland,Scotland,,52.9,Ex-Sherry,Light,,Official
Highland Park Valknut,Highland Park Distillery,Single Malt,Highland,Scotland,NAS,46.8,Ex-Sherry,Light,,Official
Highland Park Valknut,Highland Park,Single Malt,Highland,Scotland,NAS,47.5,Ex-Sherry,Light,,Official
Ikong 15 Year Old,Ikong Distillery,Single Malt,Highland,Scotland,15,43,Ex-Bourbon,None,,Official
Inchgower 14 Year Old,Inchgower Distillery,Single Malt,Highland,Scotland,14,43,Ex-Bourbon,None,,Official
Inchgower 14 Year Old,Inchgower,Single Malt,Highland,Scotland,14,43,Ex-Bourbon,None,,Official
Inchmoan 12 Year Old,Loch Lomond,Single Malt,Highland,Scotland,12,46,Ex-Bourbon,Medium,,Official
Inchmoan 12 Year Old,Loch Lomond Distillery,Single Malt,Highland,Scotland,12,46,Ex-Bourbon,Medium,,Official
Inchmurrin 12 Year Old,Inchmurrin Distillery,Single Malt,Highland,Scotland,12,46,Ex-Bourbon,None,,Official
Inchmurrin 12 Year Old,Inchmurrin,Single Malt,Highland,Scotland,12,46,Ex-Bourbon,Light,,Official
Invergordon 25 Year Old,Invergordon Distillery,Single Malt,Highland,Scotland,25,40,Ex-Bourbon,None,,Official
Invergordon 25 Year Old,Invergordon,Single Malt,Highland,Scotland,25,43,Ex-Bourbon,,,Official
Inverleven 12 Year Old,Inverleven Distillery,Single Malt,Highland,Scotland,12,40,Ex-Bourbon,None,,Official
Inverleven 12 Year Old,Inverleven,Single Malt,Highland,Scotland,12,43,Ex-Bourbon,None,,Official
Inverleven 15 Year Old,Inverleven,Single Malt,Highland,Scotland,15,46,Ex-Bourbon,None,,Official
Inverloch Distillery 21 Year Old,Inverloch Distillery,Single Malt,Highland,Scotland,21,46,Ex-Bourbon,None,,Official
Inverlochy Castle 12 Year Old,Inverlochy Castle,Single Malt,Highland,Scotland,12,46,Ex-Bourbon,None,,Official
Inverness 10 Year Old,Inverness Distillery,Single Malt,Highland,Scotland,10,40,Ex-Bourbon,None,,Official
Inverness 10 Year Old,Inverness,Single Malt,Highland,Scotland,10,40,Unknown,None,,Official
Inverness 12 Year Old,Inverness Distillery,Single Malt,Highland,Scotland,12,43,Ex-Bourbon,None,,Official
Inverness 15 Year Old,Inverness Distillery,Single Malt,Highland,Scotland,15,40,Ex-Sherry Oloroso,None,,Official
Kintyre Distillery 10 Year Old,Kintyre Distillery,Single Malt,Highland,Scotland,10,40,Ex-Bourbon,None,,Official
Knockando 12 Year Old,Knockando Distillery,Single Malt,Highland,Scotland,12,43,Ex-Sherry,None,,Official
Knockando 15 Year Old,Knockando Distillery,Single Malt,Highland,Scotland,15,43,Ex-Sherry,None,,Official
Laggan Mill 12 Year Old,Laggan Mill Distillery,Single Malt,Highland,Scotland,12,40,Ex-Bourbon,None,,Official
Loch Lomond 12 Year Old,Loch Lomond,Single Malt,Highland,Scotland,12,46,Ex-Bourbon,Medium,,Official
Loch Lomond Original,Loch Lomond Distillery,Single Malt,Highland,Scotland,NAS,40,Ex-Bourbon,None,,Official
Longmorn 15 Year Old,Longmorn,Single Malt,Highland,Scotland,15,46,Ex-Bourbon,None,,Official
Macallan 12 Year Old,Macallan,Single Malt,Highland,Scotland,12,40,Ex-Sherry,None,,Official
Macallan 18 Year Old,Macallan,Single Malt,Highland,Scotland,18,43,Ex-Sherry,None,,Official
Macallan 18 Year Old Fine Oak,Macallan,Single Malt,Highland,Scotland,18,43,"Ex-Bourbon, Ex-Sherry",None,,Official
Midleton Very Rare,Midleton,Single Malt,Highland,Scotland,NAS,40,Ex-Sherry,None,,Official
Mortlach 12 Year Old,Mortlach,Single Malt,Highland,Scotland,12,40,Ex-Bourbon / Ex-Sherry,None,,Official
Oban 14 Year Old,Oban,Single Malt,Highland,Scotland,14,43,"Ex-Bourbon, Ex-Sherry",Medium,,Official
Oban Distillers Edition,Oban,Single Malt,Highland,Scotland,NAS,43,Ex-Bourbon / Ex-Sherry,Light,,Official
Old Pulteney 12 Year Old,Old Pulteney,Single Malt,Highland,Scotland,12,40,Ex-Bourbon,None,,Official
Old Pulteney 12 Year Old,Old Pulteney Distillery,Single Malt,Highland,Scotland,12,40,Ex-Bourbon,None,,Official
Old Pulteney 15 Year Old,Old Pulteney,Single Malt,Highland,Scotland,15,46,"Ex-Bourbon, Ex-Sherry",Medium,,Official
Old Pulteney 17 Year Old,Old Pulteney Distillery,Single Malt,Highland,Scotland,17,46,Ex-Bourbon,None,,Official
Old Pulteney 17 Year Old,Old Pulteney,Single Malt,Highland,Scotland,17,46,"Ex-Bourbon, Ex-Sherry",None,,Official
Old Pulteney 21 Year Old,Old Pulteney Distillery,Single Malt,Highland,Scotland,21,46%,Ex-Bourbon,None,,Official
Old Pulteney 21 Year Old,Old Pulteney,Single Malt,Highland,Scotland,21,46,"Ex-Bourbon, Ex-Sherry",Light,,Official
Pulteney 12 Year Old,Old Pulteney Distillery,Single Malt,Highland,Scotland,12,40,Ex-Bourbon,None,,Official
Royal Lochnagar 12 Year Old,Royal Lochnagar,Single Malt,Highland,Scotland,12,40,"Ex-Bourbon, Ex-Sherry",None,,Official
Royal Lochnagar 12 Year Old,Royal Lochnagar Distillery,Single Malt,Highland,Scotland,12,40,Ex-Bourbon,None,,Official
Ruchil 18 Year Old,Ruchil Distillery,Single Malt,Highland,Scotland,18,43,Ex-Bourbon,None,,Official
Scapa 12 Year Old,Scapa,Single Malt,Highland,Scotland,12,40,Ex-Bourbon,None,,Official
Scapa 14 Year Old,Scapa,Single Malt,Highland,Scotland,14,40,Ex-Bourbon,None,,Official
Scapa 16 Year Old,Scapa Distillery,Single Malt,Highland,Scotland,16,40,Ex-Bourbon,None,,Official
Scapa 16 Year Old,Scapa,Single Malt,Highland,Scotland,16,40,Ex-Bourbon,None,,Official
Scapa Glansa,Scapa,Single Malt,Highland,Scotland,NAS,40,Ex-Bourbon,Light,,Official
Scapa Skiren,Scapa Distillery,Single Malt,Highland,Scotland,NAS,40,Ex-Bourbon,None,,Official
Speyburn 10 Year Old,Speyburn,Single Malt,Highland,Scotland,10,40,Ex-Bourbon,None,,Official
Speyburn 15 Year Old,Speyburn,Single Malt,Highland,Scotland,15,46,Ex-Bourbon,None,,Official
Springbank 15 Year Old,Springbank Distillery,Single Malt,Highland,Scotland,15,46,"Ex-Bourbon, Ex-Sherry",Light,,Official
Springbank 15 Year Old,Springbank,Single Malt,Highland,Scotland,15,46,"Ex-Bourbon, Ex-Sherry",Medium,,Official
Strathclyde 12 Year Old,Strathclyde,Single Malt,Highland,Scotland,12,40,,,,Official
Strathclyde 23 Year Old,Strathclyde,Single Malt,Highland,Scotland,23,43,Ex-Bourbon,None,,Official
Strathisla 12 Year Old,Strathisla,Single Malt,Highland,Scotland,12,40,Ex-Bourbon,None,,Official
Talisker 10 Year Old,Talisker Distillery,Single Malt,Highland,Scotland,10,45.8,Ex-Bourbon,Medium,,Official
Tamdhu 12 Year Old,Tamdhu Distillery,Single Malt,Highland,Scotland,12,43,Ex-Sherry,None,,Official
Tamdhu 12 Year Old,Tamdhu,Single Malt,Highland,Scotland,12,43,Ex-Sherry,None,,Official
Tamdhu 15 Year Old,Tamdhu,Single Malt,Highland,Scotland,15,43,Ex-Sherry,None,,Official
Teaninich 17 Year Old,Teaninich,Single Malt,Highland,Scotland,17,56.2,Ex-Bourbon,None,,Official
The BenRinnes 15 Year Old,BenRinnes,Single Malt,Highland,Scotland,15,46,"Ex-Bourbon, Ex-Sherry",None,,Official
The Dalmore King Alexander III,Dalmore,Single Malt,Highland,Scotland,NAS,40,Various,None,,Official
The Macallan 15 Year Old Fine Oak,The Macallan Distillery,Single Malt,Highland,Scotland,15,43,"Ex-Sherry, Ex-Bourbon",None,,Official
The Macallan Double Cask 12 Year Old,Macallan,Single Malt,Highland,Scotland,12,43,"Ex-Sherry, Ex-Bourbon",None,,Official
Tomatin 12 Year Old,Tomatin,Single Malt,Highland,Scotland,12,43,Ex-Bourbon,None,,Official
Tomatin 12 Year Old,Tomatin Distillery,Single Malt,Highland,Scotland,12,43,Ex-Bourbon,None,,Official
Tomatin 14 Year Old,Tomatin,Single Malt,Highland,Scotland,14,46,"Ex-Bourbon, Ex-Sherry",None,,Official
Tomatin 14 Year Old,Tomatin Distillery,Single Malt,Highland,Scotland,14,46,Ex-Bourbon,None,,Official
Tomatin 18 Year Old,Tomatin Distillery,Single Malt,Highland,Scotland,18,46,"Ex-Bourbon, Ex-Sherry",None,,Official
Tomatin 18 Year Old,Tomatin,Single Malt,Highland,Scotland,18,43,"Ex-Bourbon, Ex-Sherry",None,,Official
Tomatin Legacy,Tomatin,Single Malt,Highland,Scotland,NAS,43,Ex-Bourbon,None,,Official
Tormore 14 Year Old,Tormore,Single Malt,Highland,Scotland,14,46,Ex-Bourbon,None,,Official
Tullibardine 12 Year Old,Tullibardine Distillery,Single Malt,Highland,Scotland,12,43,Ex-Bourbon,None,,Official
Tullibardine 12 Year Old,Tullibardine,Single Malt,Highland,Scotland,12,43,Ex-Bourbon,None,,Official
Tullibardine 228 Burgundy Cask,Tullibardine Distillery,Single Malt,Highland,Scotland,NAS,43,Ex-Burgundy,None,,Official
Wemyss Malts The Hive,Wemyss Malts,Single Malt,Highland,Scotland,NAS,46,"Ex-Bourbon, Ex-Sherry",None,,Independent
Wolfburn Aurora,Wolfburn,Single Malt,Highland,Scotland,NAS,46,"Ex-Bourbon, Ex-Sherry",None,,Official
Wolfburn Single Malt,Wolfburn Distillery,Single Malt,Highland,Scotland,NAS,46,Ex-Bourbon,None,,Official
Ailsa Bay 5 Year Old,Ailsa Bay,Single Malt,Islands,Scotland,5,46,Ex-Bourbon,Light,,Official
Arran 10 Year Old,Arran,Single Malt,Islands,Scotland,10,43,Ex-Bourbon,None,,Official
Arran 12 Year Old,Arran,Single Malt,Islands,Scotland,12,46,Ex-Bourbon,None,,Official
Arran 14 Year Old,Arran,Single Malt,Islands,Scotland,14,46,Ex-Bourbon,None,,Official
Arran 18 Year Old,Arran,Single Malt,Islands,Scotland,18,46,Ex-Bourbon,None,,Official
Arran 21 Year Old,Arran,Single Malt,Islands,Scotland,21,46,Ex-Bourbon,None,,Official
Arran Amarone Cask Finish,Arran,Single Malt,Islands,Scotland,NAS,50,Amarone Red Wine,None,,Official
Arran Bourbon Cask,Arran,Single Malt,Islands,Scotland,NAS,46,Ex-Bourbon,None,,Official
Arran cask strength,Arran,Single Malt,Islands,Scotland,NAS,58.4,Ex-Bourbon,None,,Official
Arran Sauternes Cask Finish,Arran,Single Malt,Islands,Scotland,NAS,50,Sauternes Cask,None,,Official
Benmore 15 Year Old,Benmore,Single Malt,Islands,Scotland,15,46,Ex-Sherry,Light,,Official
Bruichladdich Classic Laddie,Bruichladdich,Single Malt,Islands,Scotland,NAS,50,Ex-Bourbon,None,,Official
Bruichladdich Port Charlotte 10 Year Old,Bruichladdich,Single Malt,Islands,Scotland,10,50,Ex-Bourbon,Heavy,,Official
Buncrana 2004 Vintage,Buncrana,Single Malt,Islands,Scotland,,46,Ex-Bourbon,None,2004,Official
Bunnahabhain 8 Year Old,Bunnahabhain,Single Malt,Islands,Scotland,8,40,Ex-Bourbon,None,,Official
Bunnahabhain Stiuireadair,Bunnahabhain,Single Malt,Islands,Scotland,NAS,46.3,Ex-Sherry Oloroso,None,,Official
Bunnahabhain Toiteach A Dhà,Bunnahabhain,Single Malt,Islands,Scotland,NAS,46.3,Ex-Sherry,Medium,,Official
Finlaggan Old Reserve,Independent Bottling,Single Malt,Islands,Scotland,NAS,40,Ex-Bourbon,Medium,,Official
Glen Elgin 15 Year Old,Glen Elgin,Single Malt,Islands,Scotland,15,43,Ex-Bourbon,None,,Official
Glen Grant 12 Year Old,Glen Grant,Single Malt,Islands,Scotland,12,40,Ex-Bourbon,None,,Official
Glen Moray 15 Year Old,Glen Moray,Single Malt,Islands,Scotland,15,46,Ex-Sherry,None,,Official
Glen Moray Classic Port Cask Finish,Glen Moray,Single Malt,Islands,Scotland,NAS,40,Port,None,,Official
Glen Ord 15 Year Old,Glen Ord,Single Malt,Islands,Scotland,15,43,,None,,Official
Glen Ord 18 Year Old,Glen Ord,Single Malt,Islands,Scotland,18,48,Ex-Bourbon,None,,Official
Glen Scotia 18 Year Old,Glen Scotia,Single Malt,Islands,Scotland,18,51.5,"Ex-Bourbon, Ex-Sherry",Medium,,Official
Glenglassaugh Revival,Glenglassaugh,Single Malt,Islands,Scotland,NAS,46,"Ex-Bourbon, Ex-Sherry",None,,Official
Glenmorangie Astar,Glenmorangie,Single Malt,Islands,Scotland,NAS,52.5,Ex-Bourbon,None,,Official
Heavenly Spirits 12 Year Old,Heavenly Spirits,Single Malt,Islands,Scotland,12,43,Ex-Bourbon,None,,Official
Highland Park 12 Year Old Viking Honour,Highland Park,Single Malt,Islands,Scotland,12,40,Ex-Bourbon,Light,,Official
Highland Park 14 Year Old,Highland Park,Single Malt,Islands,Scotland,14,47.2,"Ex-Bourbon, Ex-Sherry",Light,,Official
Highland Park 15 Year Old,Highland Park,Single Malt,Islands,Scotland,15,40,Ex-Sherry,Light,,Official
Highland Park 18 Year Old Viking Pride,Highland Park,Single Malt,Islands,Scotland,18,43,"Ex-Bourbon, Ex-Sherry",Light,,Official
Highland Park Dark Origins,Highland Park,Single Malt,Islands,Scotland,NAS,46.8,Ex-Sherry,Medium,,Official
Innis & Gunn Rum Finish,Innis & Gunn,Single Malt,Islands,Scotland,NAS,43,Ex-Rum,None,,Official
Isle of Jura 10 Year Old,Jura,Single Malt,Islands,Scotland,10,40,Ex-Bourbon,Light,,Official
Isle of Jura 12 Year Old,Isle of Jura,Single Malt,Islands,Scotland,12,40,Ex-Bourbon,None,,Official
Isle of Jura 18 Year Old,Jura,Single Malt,Islands,Scotland,18,44,Ex-Bourbon,None,,Official
Isle of Jura 21 Year Old,Jura,Single Malt,Islands,Scotland,21,43,Ex-Bourbon,None,,Official
Isle of Jura 21 Year Old,Isle of Jura,Single Malt,Islands,Scotland,21,42,Ex-Bourbon,Medium,,Official
Isle of Jura Prophecy,Isle of Jura,Single Malt,Islands,Scotland,NAS,47.5,Ex-Sherry,Medium,,Official
Isle of Skye 8 Year Old,Talisker,Single Malt,Islands,Scotland,8,40,Ex-Bourbon,Medium,,Official
Jura 10 Year Old,Jura,Single Malt,Islands,Scotland,10,40,Ex-Bourbon,None,,Official
Jura 10 Year Old,Isle of Jura,Single Malt,Islands,Scotland,10,40,Ex-Bourbon,None,,Official
Jura 10 Year Old Elixir,Isle of Jura,Single Malt,Islands,Scotland,10,40,Ex-Bourbon,Medium,,Official
Jura 12 Year Old,Jura,Single Malt,Islands,Scotland,12,40,Ex-Bourbon,None,,Official
Jura 16 Year Old,Isle of Jura,Single Malt,Islands,Scotland,16,40,Ex-Bourbon,Light,,Official
Jura 18 Year Old,Isle of Jura,Single Malt,Islands,Scotland,18,46,Ex-Bourbon,Light,,Official
Jura 21 Year Old,Isle of Jura,Single Malt,Islands,Scotland,21,42,Ex-Bourbon,Light,,Official
Jura 21 Year Old,Jura,Single Malt,Islands,Scotland,21,47.4,Ex-Bourbon and Ex-Sherry,Light,,Official
Jura Prophecy,Jura,Single Malt,Islands,Scotland,NAS,46,"Ex-Bourbon, Ex-Sherry",Medium,,Official
Jura Seven Wood,Isle of Jura,Single Malt,Islands,Scotland,NAS,42,Mixed,Light,,Official
Kilchoman 2012 Vintage,Kilchoman,Single Malt,Islands,Scotland,10,50,Ex-Bourbon,Heavy,2012,Official
Kilchoman 2013 Vintage,Kilchoman,Single Malt,Islands,Scotland,,50,Ex-Bourbon,Heavy,2013,Official
Kilkerran 12 Year Old,Kilkerran,Single Malt,Islands,Scotland,12,46,Ex-Bourbon and Ex-Sherry,Medium,,Official
Ledaig 10 Year Old,Ledaig,Single Malt,Islands,Scotland,10,46.3,"Ex-Bourbon, Ex-Sherry",Medium,,Official
Ledaig 18 Year Old,Ledaig,Single Malt,Islands,Scotland,18,46.3,Ex-Bourbon,Medium,,Official
Ledaig 2005 Vintage,Ledaig,Single Malt,Islands,Scotland,,46.3,Ex-Bourbon,Heavy,2005,Official
Ledaig 2008 Vintage,Ledaig,Single Malt,Islands,Scotland,10,57.9,Ex-Bourbon,Medium,2008,Official
Ledaig 2009 Vintage,Ledaig,Single Malt,Islands,Scotland,,46.3,Ex-Bourbon,Heavy,2009,Official
Loch Lomond Original,Loch Lomond,Single Malt,Islands,Scotland,NAS,40,Ex-Bourbon,None,,Official
Mortlach 18 Year Old,Mortlach,Single Malt,Islands,Scotland,18,43,"Ex-Bourbon, Ex-Sherry",None,,Official
Orkney 12 Year Old,Highland Park,Single Malt,Islands,Scotland,12,40,Ex-Bourbon,Light,,Official
Raasay While We Wait,Raasay,Single Malt,Islands,Scotland,NAS,46,Ex-Bourbon & Ex-Wine,None,,Official
Sasaig Peated Single Malt,Kilchoman,Single Malt,Islands,Scotland,NAS,46,Ex-Bourbon,Heavy,,Official
Scapa Skiren,Scapa,Single Malt,Islands,Scotland,NAS,40,Ex-Bourbon,None,,Official
Skye 8 Year Old,Talisker,Single Malt,Islands,Scotland,8,45.8,Ex-Bourbon,Medium,,Official
Springbank 12 Year Old Cask Strength,Springbank,Single Malt,Islands,Scotland,12,54.3,"Ex-Bourbon, Ex-Sherry",Medium,,Official
Talisker 10 Year Old,Talisker,Single Malt,Islands,Scotland,10,45.8,Ex-Bourbon,Medium,,Official
Talisker 18 Year Old,Talisker,Single Malt,Islands,Scotland,18,45.8,Ex-Bourbon,Medium,,Official
Talisker 25 Year Old,Talisker,Single Malt,Islands,Scotland,25,45.8,Ex-Bourbon,Medium,,Official
Talisker 57 Degrees North,Talisker,Single Malt,Islands,Scotland,NAS,57,Ex-Bourbon,Medium,,Official
Talisker 57 North,Talisker,Single Malt,Islands,Scotland,NAS,57.8,Ex-Bourbon,Medium,,Official
Talisker 57° North,Talisker,Single Malt,Islands,Scotland,NAS,57,Ex-Bourbon,Medium,,Official
Talisker Distiller's Edition,Talisker,Single Malt,Islands,Scotland,NAS,45.8,Ex-Bourbon & Ex-Sherry,Medium,,Official
Talisker Distillers Edition,Talisker,Single Malt,Islands,Scotland,NAS,45.8,"Ex-Bourbon, Ex-Sherry",Medium,,Official
Talisker Port Ruighe,Talisker,Single Malt,Islands,Scotland,NAS,45.8,"Ex-Bourbon, Ex-Ruby Port",Medium,,Official
Talisker Skye,Talisker,Single Malt,Islands,Scotland,NAS,43,Ex-Bourbon,Medium,,Official
Talisker Storm,Talisker,Single Malt,Islands,Scotland,NAS,45.8,"Ex-Bourbon, Ex-Sherry",Medium,,Official
Tobermory 10 Year Old,Tobermory,Single Malt,Islands,Scotland,10,40,Ex-Bourbon,None,,Official
Tobermory 12 Year Old,Tobermory,Single Malt,Islands,Scotland,12,46.3,"Ex-Bourbon, Ex-Sherry",None,,Official
Tobermory 15 Year Old,Tobermory,Single Malt,Islands,Scotland,15,46.3,Ex-Bourbon,None,,Official
Tullibardine 228 Burgundy Cask,Tullibardine,Single Malt,Islands,Scotland,NAS,43,Burgundy,None,,Official
Whiskey Trails 12 Year Old,Independent Bottling,Single Malt,Islands,Scotland,12,41,Ex-Bourbon,None,,Official
Ardbeg 10 Year Old,Ardbeg Distillery,Single Malt,Islay,Scotland,10,46,Ex-Bourbon,Heavy,,Official
Ardbeg 10 Year Old,Ardbeg,Single Malt,Islay,Scotland,10,46,Ex-Bourbon,Heavy,,Official
Ardbeg 17 Year Old,Ardbeg,Single Malt,Islay,Scotland,17,43,Ex-Bourbon & Ex-Sherry,Heavy,,Official
Ardbeg 25 Year Old,Ardbeg Distillery,Single Malt,Islay,Scotland,25,46,Ex-Bourbon and Ex-Sherry,Heavy,,Official
Ardbeg An Oa,Ardbeg Distillery,Single Malt,Islay,Scotland,NAS,46.6,"Ex-Bourbon, Ex-Sherry",Heavy,,Official
Ardbeg An Oa,Ardbeg,Single Malt,Islay,Scotland,NAS,46.6,Ex-Bourbon & Ex-Sherry,Heavy,,Official
Ardbeg Blasda,Ardbeg Distillery,Single Malt,Islay,Scotland,NAS,40,Ex-Bourbon,Light,,Official
Ardbeg Corryvreckan,Ardbeg,Single Malt,Islay,Scotland,NAS,57.1,"Ex-Bourbon, French Oak",Heavy,,Official
Ardbeg Corryvreckan,Ardbeg Distillery,Single Malt,Islay,Scotland,NAS,57.1,"Ex-Bourbon, Ex-Sherry",Heavy,,Official
